original,uniformat,equivalent
"Barroso, Pedro",Pedro Barroso,"['Barroso, Pedro']"
"Belli, Pedro",Pedro Belli,"['Belli, Pedro']"
Pedro Bento,Pedro Bento,['Pedro Bento']
Pedro Bordalo,Pedro Bordalo,['Pedro Bordalo']
"Brinca, Pedro",Pedro Brinca,"['Brinca, Pedro']"
Pedro C. Vicente,Pedro C. Vicente,"['Pedro C. Vicente', 'Vicente, Pedro C.']"
Pedro Carneiro,Pedro Carneiro,"['Pedro Carneiro', 'Carneiro, Pedro']"
"Dal B, Pedro",Pedro Dal B,"['Dal B, Pedro']"
Pedro Dal Bo,Pedro Dal Bo,['Pedro Dal Bo']
"Dal Bó, Pedro",Pedro Dal Bó,"['Dal Bó, Pedro', 'Pedro Dal Bó']"
"Gete, Pedro",Pedro Gete,"['Gete, Pedro']"
Pedro Gomes,Pedro Gomes,['Pedro Gomes']
Pedro Gomis-Porqueras,Pedro Gomis-Porqueras,"['Pedro Gomis-Porqueras', 'Gomis-Porqueras, Pere', 'Gomis-Porqueras, Pedro']"
"de Lima, Pedro J. F.",Pedro J. F. de Lima,"['de Lima, Pedro J. F.', 'de Lima, Pedro']"
"García-Teruel, Pedro J.",Pedro J. García-Teruel,"['García-Teruel, Pedro J.']"
"Noyola, Pedro Javier",Pedro Javier Noyola,"['Noyola, Pedro Javier']"
"Júdice, Pedro",Pedro Júdice,"['Júdice, Pedro']"
"Gozalo, Pedro L.",Pedro L. Gozalo,"['Gozalo, Pedro L.', 'Gozalo, Pedro']"
Pedro L. Rodríguez,Pedro L. Rodríguez,['Pedro L. Rodríguez']
"Landeras, Pedro",Pedro Landeras,"['Landeras, Pedro']"
"Martínez-Solano, Pedro",Pedro Martínez-Solano,"['Martínez-Solano, Pedro']"
"Matos, Pedro",Pedro Matos,"['Matos, Pedro', 'Pedro Matos']"
"Mira, Pedro",Pedro Mira,"['Mira, Pedro', 'Pedro Mira']"
"Neves, Pedro",Pedro Neves,"['Neves, Pedro']"
Pedro Olinto,Pedro Olinto,['Pedro Olinto']
Pedro Ortin-Angel,Pedro Ortin-Angel,['Pedro Ortin-Angel']
"Alvarez-Lois, Pedro P.",Pedro P. Alvarez-Lois,"['Alvarez-Lois, Pedro P.']"
"Pintassilgo, Pedro",Pedro Pintassilgo,"['Pintassilgo, Pedro']"
"Pires, Pedro",Pedro Pires,"['Pires, Pedro']"
Pedro Pita Barros,Pedro Pita Barros,"['Pedro Pita Barros', 'Barros, Pedro P.', 'Barros, Pedro Pita']"
Pedro Portugal,Pedro Portugal,"['Pedro Portugal', 'Portugal, Pedro']"
"Pou, Pedro",Pedro Pou,"['Pou, Pedro']"
"Purroy, Pedro",Pedro Purroy,"['Purroy, Pedro']"
Pedro Rey-Biel,Pedro Rey-Biel,"['Pedro Rey-Biel', 'Rey-Biel, Pedro']"
"Amaral, Pedro S.",Pedro S. Amaral,"['Amaral, Pedro S.']"
"Martins, Pedro S.",Pedro S. Martins,"['Martins, Pedro S.', 'Pedro Martins', 'Pedro S. Martins']"
Pedro Santa-Clara,Pedro Santa-Clara,"['Pedro Santa-Clara', 'Santa-Clara, Pedro']"
"Serrano, Pedro",Pedro Serrano,"['Serrano, Pedro']"
"Silos, Pedro",Pedro Silos,"['Silos, Pedro']"
"Teles, Pedro",Pedro Teles,"['Teles, Pedro', 'Pedro Teles']"
Pedro Uribe,Pedro Uribe,['Pedro Uribe']
Peer Ebbesen Skov,Peer Ebbesen Skov,['Peer Ebbesen Skov']
"Pichler, Pegaret",Pegaret Pichler,"['Pichler, Pegaret', 'Pegaret Pichler']"
"Musgrave, Peggy B",Peggy B Musgrave,"['Musgrave, Peggy B']"
"Swanson, Peggy E.",Peggy E. Swanson,"['Swanson, Peggy E.']"
Peggy Heim,Peggy Heim,"['Peggy Heim', 'Heim, Peggy']"
"Lee, Peggy M.",Peggy M. Lee,"['Lee, Peggy M.']"
"Sanday, Peggy R.",Peggy R. Sanday,"['Sanday, Peggy R.']"
"Wier, Peggy",Peggy Wier,"['Wier, Peggy']"
"Norback, Pehr-Johan",Pehr-Johan Norback,"['Norback, Pehr-Johan']"
"Norbäck, Pehr-Johan",Pehr-Johan Norbäck,"['Norbäck, Pehr-Johan', 'Pehr-Johan Norbäck', 'Pehr?Johan Norbäck']"
"Kuang, Pei",Pei Kuang,"['Kuang, Pei']"
"Li, Pei",Pei Li,"['Li, Pei']"
"Pei, Pei",Pei Pei,"['Pei, Pei']"
"Shao, Pei",Pei Shao,"['Shao, Pei', 'Pei Shao']"
"Yang, Pei-Ching",Pei-Ching Yang,"['Yang, Pei-Ching']"
"Hsieh, Pei-Fang",Pei-Fang Hsieh,"['Hsieh, Pei-Fang']"
"Hsiao, Pei-Hsin",Pei-Hsin Hsiao,"['Hsiao, Pei-Hsin']"
"Liao, Pei-Ju",Pei-Ju Liao,"['Liao, Pei-Ju']"
"Tsai, Pei-Ling",Pei-Ling Tsai,"['Tsai, Pei-Ling']"
"Weng, Pei-Shih",Pei-Shih Weng,"['Weng, Pei-Shih']"
"Wei, Peihwang",Peihwang Wei,"['Wei, Peihwang']"
"Chen, Peimin",Peimin Chen,"['Chen, Peimin']"
"Guan, Peiqiu",Peiqiu Guan,"['Guan, Peiqiu']"
"Abedifar, Pejman",Pejman Abedifar,"['Abedifar, Pejman']"
Pekka Ahtiala,Pekka Ahtiala,"['Pekka Ahtiala', 'Ahtiala, Pekka']"
"Ilmakunnas, Pekka",Pekka Ilmakunnas,"['Ilmakunnas, Pekka']"
"Pere, Pekka",Pekka Pere,"['Pere, Pekka']"
"Hietala, Pekka T",Pekka T Hietala,"['Hietala, Pekka T', 'Hietala, Pekka T.']"
"Akyol, Pelin",Pelin Akyol,"['Akyol, Pelin']"
Pelle Ahlerup,Pelle Ahlerup,['Pelle Ahlerup']
Penelope C. Hartland,Penelope C. Hartland,"['Penelope C. Hartland', 'Penelope Hartland']"
Peng Liu,Peng Liu,"['Peng Liu', 'Liu, Peng (Peter)']"
"Wang, Peng",Peng Wang,"['Wang, Peng', 'Wang, Teng', 'Neng Wang', 'Ping Wang', 'Wang, Neng', 'Feng Wang', 'Wang, Ping']"
"Xu, Peng",Peng Xu,"['Xu, Peng']"
Peng Yin,Peng Yin,['Peng Yin']
"Yu, Peng",Peng Yu,"['Yu, Peng']"
"Wang, Pengfei",Pengfei Wang,"['Wang, Pengfei', 'Pengfei Wang']"
"Ye, Pengfei",Pengfei Ye,"['Ye, Pengfei']"
Pengjie Gao,Pengjie Gao,"['Pengjie Gao', 'Gao, Pengjie']"
Pentti J. K. Kouri,Pentti J. K. Kouri,"['Pentti J. K. Kouri', 'Kouri, Pentti J K', 'Kouri, Pentti J. K.', 'Kouri, Pentti, J K']"
"Saikkonen, Pentti",Pentti Saikkonen,"['Saikkonen, Pentti', 'Pentti Saikkonen']"
Penélope Hernández,Penélope Hernández,"['Penélope Hernández', 'Hernández, Penélope']"
"Andersen, Per",Per Andersen,"['Andersen, Per']"
"Overgaard, Per Baltzer",Per Baltzer Overgaard,"['Overgaard, Per Baltzer']"
"Engström, Per",Per Engström,"['Engström, Per', 'Per Engström']"
"Frederiksen, Per",Per Frederiksen,"['Frederiksen, Per']"
"Frennberg, Per",Per Frennberg,"['Frennberg, Per']"
Per G. Fredriksson,Per G. Fredriksson,"['Per G. Fredriksson', 'Fredriksson, Per G.']"
"Hjertstrand, Per",Per Hjertstrand,"['Hjertstrand, Per', 'Per Hjertstrand']"
Per Jacobsson,Per Jacobsson,['Per Jacobsson']
Per Johansson,Per Johansson,"['Per Johansson', 'Johansson, Per']"
"Krusell, Per",Per Krusell,"['Krusell, Per', 'Per Krusell']"
"Lidstrom, Per",Per Lidstrom,"['Lidstrom, Per']"
"Lundborg, Per",Per Lundborg,"['Lundborg, Per']"
"Mykland, Per",Per Mykland,"['Mykland, Per', 'Per A. Mykland', 'Mykland, Per A.']"
"Ostberg, Per",Per Ostberg,"['Ostberg, Per']"
Per Pettersson-Lidbom,Per Pettersson-Lidbom,"['Per Pettersson-Lidbom', 'Pettersson-Lidbom, Per']"
Per Pettersson?Lidbom,Per Pettersson?Lidbom,['Per Pettersson?Lidbom']
"Skedinger, Per",Per Skedinger,"['Skedinger, Per']"
Per Stromberg,Per Stromberg,['Per Stromberg']
Per Strömberg,Per Strömberg,['Per Strömberg']
"Östberg, Per",Per Östberg,"['Östberg, Per']"
Per-Anders Edin,Per-Anders Edin,"['Per-Anders Edin', 'Edin, Per-Anders']"
"Johansson, Per-Olov",Per-Olov Johansson,"['Johansson, Per-Olov']"
Percy Ashley,Percy Ashley,['Percy Ashley']
"Poon, Percy",Percy Poon,"['Poon, Percy']"
"Silva, Peri",Peri Silva,"['Silva, Peri']"
"Gogas, Periklis",Periklis Gogas,"['Gogas, Periklis']"
Perli Roberto,Perli Roberto,['Perli Roberto']
"Parmer, Pernille",Pernille Parmer,"['Parmer, Pernille']"
Perraudin William,Perraudin William,['Perraudin William']
"Mehrling, Perry G",Perry G Mehrling,"['Mehrling, Perry G', 'Perry Mehrling']"
Perry Motty,Perry Motty,['Perry Motty']
"Sadorsky, Perry",Perry Sadorsky,"['Sadorsky, Perry']"
Perry Shapiro,Perry Shapiro,"['Perry Shapiro', 'Shapiro, Perry']"
"Singleton, Perry",Perry Singleton,"['Singleton, Perry']"
"Arida, Persio",Persio Arida,"['Arida, Persio']"
"Haaparanta, Pertti",Pertti Haaparanta,"['Haaparanta, Pertti']"
Pervin K. Shroff,Pervin K. Shroff,['Pervin K. Shroff']
Pesendorfer Wolfgang,Pesendorfer Wolfgang,['Pesendorfer Wolfgang']
"Manchev, Petar",Petar Manchev,"['Manchev, Petar']"
Pete Zidnak,Pete Zidnak,['Pete Zidnak']
"Cardellichio, Peter A",Peter A Cardellichio,"['Cardellichio, Peter A']"
"Haigh, Peter A",Peter A Haigh,"['Haigh, Peter A']"
"Petri, Peter A",Peter A Petri,"['Petri, Peter A', 'Petri, Peter A.']"
"Diamond, Peter A.",Peter A. Diamond,"['Diamond, Peter A.', 'P. Diamond', 'Diamond, Peter', 'Diamond, P.', 'Peter A. Diamond', 'Diamond, Peter A', 'Diamond, P. A.', 'Peter Diamond']"
"Frost, Peter A.",Peter A. Frost,"['Frost, Peter A.', 'Peter A. Frost', 'Frost, Peter A']"
"Savelyev, Peter A.",Peter A. Savelyev,"['Savelyev, Peter A.', 'Peter Savelyev']"
Peter A. Streufert,Peter A. Streufert,['Peter A. Streufert']
"Ubel, Peter A.",Peter A. Ubel,"['Ubel, Peter A.']"
"Zadrozny, Peter A.",Peter A. Zadrozny,"['Zadrozny, Peter A.', 'Zadrozny, Peter A', 'Zadrozny, Peter']"
"Adams, Peter",Peter Adams,"['Adams, Peter', 'Adams, P.']"
"Brous, Peter Alan",Peter Alan Brous,"['Brous, Peter Alan', 'Brous, Peter A.']"
"Alders, Peter",Peter Alders,"['Alders, Peter']"
"Arcidiacono, Peter",Peter Arcidiacono,"['Arcidiacono, Peter', 'Peter Arcidiacono']"
"Asch, Peter",Peter Asch,"['Asch, Peter']"
"Clark, Peter B",Peter B Clark,"['Clark, Peter B', 'Clark, Peter K', 'Clark, Peter', 'Clark, Peter B.', 'Peter K. Clark', 'Clark, Peter K.']"
"Doeringer, Peter B",Peter B Doeringer,"['Doeringer, Peter B']"
Peter B. Bach,Peter B. Bach,['Peter B. Bach']
Peter B. Dixon,Peter B. Dixon,"['Peter B. Dixon', 'Dixon, Peter']"
"Evans, Peter B.",Peter B. Evans,"['Evans, Peter B.']"
Peter B. Kenen,Peter B. Kenen,"['Peter B. Kenen', 'Kenen, Peter B', 'Kenen, Peter B.']"
Peter B. Morgan,Peter B. Morgan,"['Peter B. Morgan', 'P. B. Morgan', 'Morgan, Peter', 'Morgan, Peter B']"
"Backé, Peter",Peter Backé,"['Backé, Peter']"
"Bardsley, Peter",Peter Bardsley,"['Bardsley, Peter', 'Bardsley, P.']"
"Bearse, Peter",Peter Bearse,"['Bearse, Peter', 'Bearse, P.']"
"Berck, Peter",Peter Berck,"['Berck, Peter']"
Peter Bernholz,Peter Bernholz,"['Peter Bernholz', 'Bernholz, Peter']"
Peter Birch Sørensen,Peter Birch Sørensen,"['Peter Birch Sørensen', 'Sørensen, Peter Birch', 'P. B. Sørensen', 'Peter Norman Sørensen']"
"Henry, Peter Blair",Peter Blair Henry,"['Henry, Peter Blair', 'Peter Blair Henry', 'Blair Henry, Peter']"
"Bofinger, Peter",Peter Bofinger,"['Bofinger, Peter']"
"Bogetoft, Peter",Peter Bogetoft,"['Bogetoft, Peter']"
Peter Boone,Peter Boone,"['Peter Boone', 'Boone, Peter']"
"Borm, Peter",Peter Borm,"['Borm, Peter']"
Peter Bossaerts,Peter Bossaerts,"['Peter Bossaerts', 'Bossaerts, Peter']"
"Bowbrick, Peter",Peter Bowbrick,"['Bowbrick, Peter']"
"Breuer, Peter",Peter Breuer,"['Breuer, Peter']"
"Burridge, Peter",Peter Burridge,"['Burridge, Peter']"
Peter Burton,Peter Burton,['Peter Burton']
"Anselmo, Peter C",Peter C Anselmo,"['Anselmo, Peter C']"
"Coyte, Peter C",Peter C Coyte,"['Coyte, Peter C']"
"Cramton, Peter C",Peter C Cramton,"['Cramton, Peter C', 'Cramton, Peter', 'Peter C. Cramton', 'Peter Cramton']"
"Dooley, Peter C",Peter C Dooley,"['Dooley, Peter C']"
"Chow, Peter C Y",Peter C Y Chow,"['Chow, Peter C Y', 'Chow, Peter C. Y.']"
Peter C. B. Phillips,Peter C. B. Phillips,"['Peter C. B. Phillips', 'Phillips, Peter C. B.', 'P. C. B. Phillips', 'Phillips, Peter C B', 'Phillips, P.C.B.', 'Phillips, P. C. B.', 'Phillips, Peter C.B.', 'Phillips, P C B']"
"Eisemann, Peter C.",Peter C. Eisemann,"['Eisemann, Peter C.']"
"Fishburn, Peter C.",Peter C. Fishburn,"['Fishburn, Peter C.', 'P. C. Fishburn', 'Fishburn, P. C.', 'Fishburn, Peter C', 'Peter C. Fishburn']"
"Frederiksen, Peter C.",Peter C. Frederiksen,"['Frederiksen, Peter C.']"
"Ordeshook, Peter C.",Peter C. Ordeshook,"['Ordeshook, Peter C.']"
"Reiss, Peter C.",Peter C. Reiss,"['Reiss, Peter C.', 'Reiss, Peter C', 'Peter C. Reiss']"
"Cappelli, Peter",Peter Cappelli,"['Cappelli, Peter', 'Peter Cappelli']"
"Cashel-Cordo, Peter",Peter Cashel-Cordo,"['Cashel-Cordo, Peter']"
Peter Cebon,Peter Cebon,['Peter Cebon']
"Chen, Peter",Peter Chen,"['Chen, Peter']"
"Christoffersen, Peter",Peter Christoffersen,"['Christoffersen, Peter', 'Peter F. Christoffersen', 'Peter Christoffersen']"
"Claeys, Peter",Peter Claeys,"['Claeys, Peter']"
Peter Coles,Peter Coles,['Peter Coles']
"Csoka, Peter",Peter Csoka,"['Csoka, Peter']"
"Chant, Peter D",Peter D Chant,"['Chant, Peter D']"
"Jonson, Peter D",Peter D Jonson,"['Jonson, Peter D', 'Jonson, Peter D.']"
"Junger, Peter D",Peter D Junger,"['Junger, Peter D']"
"Linneman, Peter D",Peter D Linneman,"['Linneman, Peter D', 'Linneman, Peter']"
"Loeb, Peter D",Peter D Loeb,"['Loeb, Peter D']"
"Lowe, Peter D",Peter D Lowe,"['Lowe, Peter D']"
"McClelland, Peter D",Peter D McClelland,"['McClelland, Peter D']"
"Praetz, Peter D",Peter D Praetz,"['Praetz, Peter D']"
"Sherer, Peter D",Peter D Sherer,"['Sherer, Peter D']"
Peter D. Hull,Peter D. Hull,"['Peter D. Hull', 'Hull, Peter', 'Peter Hull']"
Peter D. Sternlight,Peter D. Sternlight,['Peter D. Sternlight']
"Van Loo, Peter D.",Peter D. Van Loo,"['Van Loo, Peter D.']"
"Wysocki, Peter D.",Peter D. Wysocki,"['Wysocki, Peter D.']"
Peter Davis,Peter Davis,"['Peter Davis', 'Davis, Peter']"
"Debaere, Peter",Peter Debaere,"['Debaere, Peter']"
"Debeare, Peter",Peter Debeare,"['Debeare, Peter']"
"Dittus, Peter",Peter Dittus,"['Dittus, Peter']"
"Dodd, Peter",Peter Dodd,"['Dodd, Peter']"
"Duersch, Peter",Peter Duersch,"['Duersch, Peter']"
"Earl, Peter E",Peter E Earl,"['Earl, Peter E']"
"Kennedy, Peter E",Peter E Kennedy,"['Kennedy, Peter E', 'Peter E. Kennedy', 'Kennedy, Peter']"
"Koveos, Peter E.",Peter E. Koveos,"['Koveos, Peter E.']"
"Kretzmer, Peter E.",Peter E. Kretzmer,"['Kretzmer, Peter E.', 'Kretzmer, Peter']"
"Leslie, Peter E.",Peter E. Leslie,"['Leslie, Peter E.']"
"Robertson, Peter E.",Peter E. Robertson,"['Robertson, Peter E.']"
Peter E. Rossi,Peter E. Rossi,"['Peter E. Rossi', 'Rossi, Peter E.', 'Rossi, Peter E', 'Rossi, P.E.Peter E.']"
"Storgaard, Peter E.",Peter E. Storgaard,"['Storgaard, Peter E.']"
"Eckstein, Peter",Peter Eckstein,"['Eckstein, Peter']"
"Egger, Peter",Peter Egger,"['Egger, Peter', 'Egger, Peter H.', 'Peter H. Egger', 'Peter Egger']"
"Englund, Peter",Peter Englund,"['Englund, Peter']"
"Eso, Peter",Peter Eso,"['Eso, Peter']"
"Colwell, Peter F",Peter F Colwell,"['Colwell, Peter F']"
"Cory, Peter F",Peter F Cory,"['Cory, Peter F']"
"Kostiuk, Peter F",Peter F Kostiuk,"['Kostiuk, Peter F']"
Peter F. M. McLoughlin,Peter F. M. McLoughlin,['Peter F. M. McLoughlin']
"Orazem, Peter F.",Peter F. Orazem,"['Orazem, Peter F.', 'Orazem, Peter F', 'Orazem, Peter']"
"Pope, Peter F.",Peter F. Pope,"['Pope, Peter F.']"
Peter Feldhütter,Peter Feldhütter,"['Peter Feldhütter', 'Feldhütter, Peter']"
"Flaschel, Peter",Peter Flaschel,"['Flaschel, Peter']"
"Fleming, Peter",Peter Fleming,"['Fleming, Peter']"
Peter Formuzis,Peter Formuzis,['Peter Formuzis']
"Fortune, Peter",Peter Fortune,"['Fortune, Peter']"
Peter Fredriksson,Peter Fredriksson,"['Peter Fredriksson', 'Fredriksson, Peter']"
Peter Frykblom,Peter Frykblom,['Peter Frykblom']
"Funk, Peter",Peter Funk,"['Funk, Peter']"
"Bryant, Peter G",Peter G Bryant,"['Bryant, Peter G']"
"Pellatt, Peter G K",Peter G K Pellatt,"['Pellatt, Peter G K']"
Peter G. Backus,Peter G. Backus,['Peter G. Backus']
"Townley, Peter G. C.",Peter G. C. Townley,"['Townley, Peter G. C.']"
Peter G. Fousek,Peter G. Fousek,['Peter G. Fousek']
"McGregor, Peter G.",Peter G. McGregor,"['McGregor, Peter G.']"
"Moffatt, Peter G.",Peter G. Moffatt,"['Moffatt, Peter G.']"
"Moll, Peter G.",Peter G. Moll,"['Moll, Peter G.', 'Moll, Peter']"
"Warr, Peter G.",Peter G. Warr,"['Warr, Peter G.', 'Warr, Peter G', 'Peter G. Warr']"
"Gardenfors, Peter",Peter Gardenfors,"['Gardenfors, Peter']"
"Glick, Peter",Peter Glick,"['Glick, Peter']"
Peter Glynn,Peter Glynn,['Peter Glynn']
Peter Gottfried,Peter Gottfried,"['Peter Gottfried', 'Gottfried, Peter']"
Peter Gottschalk,Peter Gottschalk,"['Peter Gottschalk', 'Gottschalk, Peter', 'Gottschalk, Peter T']"
"Griffin, Peter",Peter Griffin,"['Griffin, Peter']"
"Groenewegen, Peter",Peter Groenewegen,"['Groenewegen, Peter', 'Groenewegen, P D']"
"Gusen, Peter",Peter Gusen,"['Gusen, Peter']"
"Gustafsson, Peter",Peter Gustafsson,"['Gustafsson, Peter']"
"Friesen, Peter H",Peter H Friesen,"['Friesen, Peter H', 'Peter H. Friesen']"
"Greenwood, Peter H",Peter H Greenwood,"['Greenwood, Peter H', 'Greenwood, Peter']"
"Huang, Peter H.",Peter H. Huang,"['Huang, Peter H.']"
"Sturm, Peter H.",Peter H. Sturm,"['Sturm, Peter H.']"
"Haan, Peter",Peter Haan,"['Haan, Peter', 'Peter Haan']"
"Hackl, Peter",Peter Hackl,"['Hackl, Peter']"
"Hammerstein, Peter",Peter Hammerstein,"['Hammerstein, Peter']"
"Hammond, Peter",Peter Hammond,"['Hammond, Peter', 'Hammond, Peter J.', 'Peter J. Hammond', 'Hammond, Peter J', 'Peter Hammond', 'Hammond, P J']"
"Hazell, Peter",Peter Hazell,"['Hazell, Peter', 'Hazell, Peter B. R.']"
Peter Hecht,Peter Hecht,['Peter Hecht']
"Helmberger, Peter",Peter Helmberger,"['Helmberger, Peter', 'Helmberger, Peter G']"
Peter Hinrichs,Peter Hinrichs,['Peter Hinrichs']
"Hoffmann, Peter",Peter Hoffmann,"['Hoffmann, Peter']"
"Hooper, Peter",Peter Hooper,"['Hooper, Peter', 'Peter Hooper']"
"Hordahl, Peter",Peter Hordahl,"['Hordahl, Peter']"
"Howitt, Peter",Peter Howitt,"['Howitt, Peter', 'Howitt, Peter W', 'Howitt, P W', 'Peter Howitt']"
"Huber, Peter",Peter Huber,"['Huber, Peter']"
Peter Hördahl,Peter Hördahl,['Peter Hördahl']
"Iliev, Peter",Peter Iliev,"['Iliev, Peter', 'Peter Iliev']"
Peter Isard,Peter Isard,"['Peter Isard', 'Isard, Peter']"
"Barry, Peter J",Peter J Barry,"['Barry, Peter J']"
"Buckley, Peter J",Peter J Buckley,"['Buckley, Peter J']"
"Dawkins, Peter J",Peter J Dawkins,"['Dawkins, Peter J', 'Dawkins, Peter']"
"Eaton, Peter J",Peter J Eaton,"['Eaton, Peter J']"
"Ginman, Peter J",Peter J Ginman,"['Ginman, Peter J']"
"Kalman, Peter J",Peter J Kalman,"['Kalman, Peter J', 'P. J. Kalman', 'Kalman, Peter J.', 'Kalman, Peter Jason', 'Kalman, P. J.']"
"McCabe, Peter J",Peter J McCabe,"['McCabe, Peter J']"
"Mooney, Peter J",Peter J Mooney,"['Mooney, Peter J']"
"Ryan, Peter J",Peter J Ryan,"['Ryan, Peter J']"
"Turnbull, Peter J",Peter J Turnbull,"['Turnbull, Peter J']"
"Bird, Peter J W N",Peter J W N Bird,"['Bird, Peter J W N']"
"Wilcoxen, Peter J",Peter J Wilcoxen,"['Wilcoxen, Peter J', 'Peter J. Wilcoxen']"
"Williamson, Peter J",Peter J Williamson,"['Williamson, Peter J']"
"Wylie, Peter J",Peter J Wylie,"['Wylie, Peter J']"
"Bickel, Peter J.",Peter J. Bickel,"['Bickel, Peter J.']"
Peter J. Boettke,Peter J. Boettke,"['Peter J. Boettke', 'Boettke, Peter J']"
"Brockwell, Peter J.",Peter J. Brockwell,"['Brockwell, Peter J.', 'Brockwell, P. J.']"
"Coughlin, Peter J.",Peter J. Coughlin,"['Coughlin, Peter J.', 'Coughlin, Peter', 'Coughlin, Peter J']"
"Francis, Peter J.",Peter J. Francis,"['Francis, Peter J.']"
"Vlaar, Peter J. G.",Peter J. G. Vlaar,"['Vlaar, Peter J. G.']"
"Klenow, Peter J.",Peter J. Klenow,"['Klenow, Peter J.', 'Peter J. Klenow', 'Klenow, Peter J']"
"Lambert, Peter J.",Peter J. Lambert,"['Lambert, Peter J.', 'Peter J. Lambert', 'Lambert, Peter J', 'Lambert, P J', 'Lambert, Peter']"
"Montiel, Peter J.",Peter J. Montiel,"['Montiel, Peter J.', 'Montiel, Peter']"
"Rentfrow, Peter J.",Peter J. Rentfrow,"['Rentfrow, Peter J.']"
"Joos, Peter",Peter Joos,"['Joos, Peter']"
"Pham, Peter K.",Peter K. Pham,"['Pham, Peter K.', 'Pham, Peter Kien', 'Peter Kien Pham']"
"Schott, Peter K.",Peter K. Schott,"['Schott, Peter K.', 'Peter K. Schott']"
Peter Karadi,Peter Karadi,"['Peter Karadi', 'Karadi, Peter']"
"Katuscak, Peter",Peter Katuscak,"['Katuscak, Peter']"
Peter Katuš?ák,Peter Katuš?ák,['Peter Katuš?ák']
"Kenway, Peter",Peter Kenway,"['Kenway, Peter']"
"Kenyon, Peter",Peter Kenyon,"['Kenyon, Peter']"
"Kilby, Peter",Peter Kilby,"['Kilby, Peter', 'Peter Kilby']"
"Klein, Peter",Peter Klein,"['Klein, Peter']"
"Klibanoff, Peter",Peter Klibanoff,"['Klibanoff, Peter', 'Peter Klibanoff']"
"Knez, Peter",Peter Knez,"['Knez, Peter', 'Knez, Peter J']"
"Kooiman, Peter",Peter Kooiman,"['Kooiman, Peter', 'Kooiman, P.', 'Kooiman, P']"
"Kooreman, Peter",Peter Kooreman,"['Kooreman, Peter', 'Peter Kooreman']"
"Koudijs, Peter",Peter Koudijs,"['Koudijs, Peter', 'Peter Koudijs']"
Peter Kugler,Peter Kugler,"['Peter Kugler', 'Kugler, Peter']"
"Kuhn, Peter",Peter Kuhn,"['Kuhn, Peter', 'Peter Kuhn', 'Kuhn, Peter J']"
"Kwok, Peter",Peter Kwok,"['Kwok, Peter']"
"Struck, Peter L",Peter L Struck,"['Struck, Peter L']"
Peter L. Bernstein,Peter L. Bernstein,"['Peter L. Bernstein', 'Bernstein, Peter L']"
"Hammer, Peter L.",Peter L. Hammer,"['Hammer, Peter L.']"
"Rousseau, Peter L.",Peter L. Rousseau,"['Rousseau, Peter L.', 'Peter L. Rousseau', 'Rousseau, P. L.']"
Peter L. Swan,Peter L. Swan,"['Peter L. Swan', 'P. L. Swan', 'Swan, Peter L', 'Swan, Peter L.']"
Peter Lanjouw,Peter Lanjouw,"['Peter Lanjouw', 'Lanjouw, Peter']"
"Lenk, Peter",Peter Lenk,"['Lenk, Peter']"
"Lildholdt, Peter",Peter Lildholdt,"['Lildholdt, Peter']"
"Limbach, Peter",Peter Limbach,"['Limbach, Peter']"
"Lindert, Peter",Peter Lindert,"['Lindert, Peter', 'Lindert, Peter H', 'Peter H. Lindert']"
"Liu, Peter",Peter Liu,"['Liu, Peter']"
"Jorgensen, Peter Lochte",Peter Lochte Jorgensen,"['Jorgensen, Peter Lochte']"
Peter Lorentzen,Peter Lorentzen,['Peter Lorentzen']
"Lusztig, Peter",Peter Lusztig,"['Lusztig, Peter']"
"Lyk-Jensen, Peter",Peter Lyk-Jensen,"['Lyk-Jensen, Peter']"
"Clarkson, Peter M",Peter M Clarkson,"['Clarkson, Peter M']"
"DeMarzo, Peter M",Peter M DeMarzo,"['DeMarzo, Peter M', 'DeMarzo, Peter', 'DeMarzo, Peter M.', 'Peter DeMarzo', 'Peter M. DeMarzo']"
"Schwarz, Peter M",Peter M Schwarz,"['Schwarz, Peter M']"
"Taylor, Peter M",Peter M Taylor,"['Taylor, Peter M']"
Peter M. Demarzo,Peter M. Demarzo,['Peter M. Demarzo']
Peter M. Garber,Peter M. Garber,"['Peter M. Garber', 'Garber, Peter M.', 'Garber, Peter', 'Garber, Peter M', 'Peter Garber']"
"Kort, Peter M.",Peter M. Kort,"['Kort, Peter M.']"
Peter M. Mieszkowski,Peter M. Mieszkowski,"['Peter M. Mieszkowski', 'Mieszkowski, Peter', 'Peter Mieszkowski']"
Peter M. Morrow,Peter M. Morrow,"['Peter M. Morrow', 'Morrow, Peter M.']"
"Oppenheimer, Peter M.",Peter M. Oppenheimer,"['Oppenheimer, Peter M.', 'Oppenheimer, Peter M', 'Oppenheimer, P M']"
"Robinson, Peter M.",Peter M. Robinson,"['Robinson, Peter M.', 'Robinson, P M', 'Peter M. Robinson', 'Robinson, P.M.', 'P. M. Robinson', 'Robinson, Peter M', 'Robinson, P. M.']"
Peter MacDonald,Peter MacDonald,['Peter MacDonald']
Peter MacKay,Peter MacKay,"['Peter MacKay', 'MacKay, Peter']"
Peter Mackay,Peter Mackay,['Peter Mackay']
"Macmillan, Peter",Peter Macmillan,"['Macmillan, Peter']"
"Martinsson, Peter",Peter Martinsson,"['Martinsson, Peter']"
